Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_length,Min_pkts_length,Max_pkts_lenght,StDev_pkts_lenght,Label
0.001435,0.0001435,0,0.000982,0.000314997,696.9,67,1292,628.7126971,targetOne
0.000218,2.18E-05,0,5.50E-05,2.23E-05,805.2,75,1292,628.4560976,targetOne
0.000391,3.91E-05,0,0.00015,4.64E-05,805.1,75,1292,627.7263116,targetOne
0.002317,0.0002317,0,0.001832,0.000596812,1048.6,75,1292,513.132255,targetOne
0.000933,9.33E-05,0,0.000644,0.000206089,805.2,75,1292,628.4560976,targetOne
0.000751,7.51E-05,0,0.000609,0.000198939,927.3,75,1292,587.223798,targetOne
0.001172,0.0001172,0,0.001047,0.000344401,1048.6,75,1292,513.132255,targetOne
0.003939,0.0003939,0,0.00286,0.000923739,617.2,75,1292,604.7463748,targetOne
0.001221,0.0001221,0,0.000947,0.000306391,1170.3,75,1292,384.8491912,targetOne
0.000318,3.18E-05,0,8.40E-05,4.13E-05,1170.3,75,1292,384.8491912,targetOne
0.002778,0.0002778,0,0.002391,0.000781959,1170.8,80,1292,383.2680524,targetOne
0.000209,2.09E-05,0,0.000173,5.74E-05,1292,1292,1292,0,targetOne
0,0,0,0,0,1225.1,627,1292,210.1546785,targetOne
0,0,0,0,0,1279.2,1171,1292,38.08119979,targetOne
0.000249,2.49E-05,0,0.000174,6.02E-05,922.5,75,1292,516.1929549,targetOne
0.00066,6.60E-05,0,0.000281,8.78E-05,682.9,67,1292,641.2128179,targetOne
0.000937,9.37E-05,0,0.000688,0.000222226,1048.8,75,1292,512.7108347,targetOne
0.002903,0.0002903,0,0.001378,0.000448143,1048.7,75,1292,512.9214906,targetOne
0.000311,3.11E-05,0,8.10E-05,3.10E-05,1120.4,75,1292,398.4325399,targetOne
0.00082,8.20E-05,0,0.000493,0.00015457,1170.3,75,1292,384.8491912,targetOne
0.000293,2.93E-05,0,8.10E-05,3.88E-05,1292,1292,1292,0,targetOne
0.001769,0.0001769,0,0.000893,0.000299817,950.6,67,1292,553.871064,targetOne
0.001036,0.0001036,0,0.000473,0.000165075,1170.6,78,1292,383.9005079,targetOne
0.137777,0.0137777,1.70E-05,0.102595,0.033078155,111.5,67,242,67.82534761,targetOne
3.595206,0.3595206,0.003444,0.515068,0.218500996,60,60,60,0,targetTwo
4.62403,0.462403,0.504956,0.525544,0.005812991,60,60,60,0,targetTwo
2.778657,0.2778657,0.000284,0.673659,0.285203707,60,60,60,0,targetTwo
4.738369,0.4738369,0.448052,0.598104,0.049065123,60,60,60,0,targetTwo
3.940955,0.3940955,0.024735,0.795293,0.249160531,60,60,60,0,targetTwo
5.258854,0.5258854,0.503849,1.05299,0.177667509,60,60,60,0,targetTwo
3.736151,0.3736151,0.019759,0.596452,0.225340184,60,60,60,0,targetTwo
4.18504,0.418504,0.005524,0.55742,0.173455417,60,60,60,0,targetTwo
3.67801,0.367801,0.006484,0.583961,0.224809144,60,60,60,0,targetTwo
3.092892,0.3092892,0.005009,0.522093,0.252054473,60,60,60,0,targetTwo
4.192439,0.4192439,0.034393,0.554251,0.163135299,60,60,60,0,targetTwo
4.552286,0.4552286,0.010783,0.949485,0.235374218,60,60,60,0,targetTwo
4.422521,0.4422521,0.006925,0.643146,0.186858073,60,60,60,0,targetTwo
3.8856,0.38856,0.003234,0.67486,0.247666029,60,60,60,0,targetTwo
4.807079,0.4807079,0.000396,0.916076,0.245440603,60,60,60,0,targetTwo
4.530957,0.4530957,0.020134,0.630976,0.18489676,60,60,60,0,targetTwo
3.133768,0.3133768,0.002477,0.567495,0.25839318,60,60,60,0,targetTwo
3.814712,0.3814712,0.006203,0.653341,0.241701571,60,60,60,0,targetTwo
3.639643,0.3639643,0.00866,0.54476,0.222433418,60,60,60,0,targetTwo
4.456483,0.4456483,0.005093,0.687902,0.191435937,60,60,60,0,targetTwo
3.812713,0.3812713,0.013693,0.591016,0.234504398,60,60,60,0,targetTwo
2.621054,0.2621054,0.002452,0.552861,0.271374647,60,60,60,0,targetTwo
3.619529,0.3619529,0.009401,0.593902,0.226163997,60,60,60,0,targetTwo
3.679168,0.3679168,0.004031,0.566957,0.22287775,60,60,60,0,targetTwo
4.192201,0.4192201,0.013928,0.55772,0.170573793,60,60,60,0,targetTwo
3.732634,0.3732634,0.007303,0.620026,0.229900789,60,60,60,0,targetTwo
2.56095,0.256095,0.003291,0.507957,0.259835929,60,60,60,0,targetTwo
3.209578,0.3209578,0.00345,0.584789,0.259793356,60,60,60,0,targetTwo
2.579647,0.2579647,0.00583,0.511536,0.261572118,60,60,60,0,targetTwo
3.098403,0.3098403,0.006476,0.520259,0.247055476,60,60,60,0,targetTwo
2.57828,0.257828,0.003481,0.510489,0.260319534,60,60,60,0,targetTwo
3.268891,0.3268891,0.003036,0.597483,0.241859548,60,60,60,0,targetTwo
3.60248,0.360248,0.007683,0.532124,0.221934733,60,60,60,0,targetTwo
3.182555,0.3182555,0.003692,0.588628,0.257324705,60,60,60,0,targetTwo
3.390364,0.3390364,0.004594,0.73622,0.279359377,60,60,60,0,targetTwo
3.615604,0.3615604,0.002095,0.551172,0.22601173,60,60,60,0,targetTwo
4.386106,0.4386106,0.010193,0.651269,0.184581349,60,60,60,0,targetTwo
3.725205,0.3725205,0.004472,0.590708,0.226709978,60,60,60,0,targetTwo
3.590844,0.3590844,0.011923,0.518574,0.218430798,60,60,60,0,targetTwo
4.671118,0.4671118,0.49625,0.557784,0.021501979,60,60,60,0,targetTwo
3.070976,0.3070976,0.006521,0.515001,0.249521765,60,60,60,0,targetTwo
3.62364,0.362364,0.003708,0.52939,0.2202809,60,60,60,0,targetTwo
4.218629,0.4218629,0.025069,0.571481,0.167700274,60,60,60,0,targetTwo
4.469142,0.4469142,0.016904,0.702671,0.190010723,60,60,60,0,targetTwo
3.743082,0.3743082,0.000285,0.579826,0.235417546,60,60,60,0,targetTwo
4.435259,0.4435259,0.005986,0.691868,0.190848694,60,60,60,0,targetTwo
3.120218,0.3120218,0.006893,0.53621,0.2498324,60,60,60,0,targetTwo
4.150552,0.4150552,0.005599,0.57018,0.172781688,60,60,60,0,targetTwo
2.556105,0.2556105,0.003744,0.507517,0.262410927,60,60,60,0,targetTwo
3.078187,0.3078187,0.00827,0.512881,0.247284134,60,60,60,0,targetTwo
2.066537,0.2066537,0.0063,0.513881,0.263505109,60,60,60,0,targetTwo
3.586729,0.3586729,0.006644,0.530155,0.221573746,60,60,60,0,targetTwo
3.738837,0.3738837,0.005109,0.58332,0.232156502,60,60,60,0,targetTwo
4.40858,0.440858,0.004667,0.702519,0.192267624,60,60,60,0,targetTwo
4.8617,0.48617,0.492379,0.615201,0.04505233,60,60,60,0,targetTwo
3.115268,0.3115268,0.005209,0.538576,0.251344186,60,60,60,0,targetTwo
4.367301,0.4367301,0.003494,0.589161,0.182814329,60,60,60,0,targetTwo
3.866295,0.3866295,0.007321,0.6331,0.244282416,60,60,60,0,targetTwo
4.297504,0.4297504,0.010102,0.57991,0.177050671,60,60,60,0,targetTwo
3.73902,0.373902,0.008931,0.573009,0.23022386,60,60,60,0,targetTwo
5.135075,0.5135075,0.484231,0.744025,0.091746583,60,60,60,0,targetTwo
3.078305,0.3078305,0.007728,0.51434,0.248145269,60,60,60,0,targetTwo
3.683798,0.3683798,0.008916,0.569673,0.223860429,60,60,60,0,targetTwo
3.082052,0.3082052,0.005912,0.519922,0.251050285,60,60,60,0,targetTwo
3.625946,0.3625946,0.008608,0.54293,0.223433774,60,60,60,0,targetTwo
4.445274,0.4445274,0.007484,0.635428,0.187031712,60,60,60,0,targetTwo
4.964974,0.4964974,0.505905,0.635267,0.040068123,60,60,60,0,targetTwo
3.10646,0.310646,0.004306,0.526874,0.24734902,60,60,60,0,targetTwo
3.108889,0.3108889,0.007661,0.535445,0.251999417,60,60,60,0,targetTwo
3.070227,0.3070227,0.007174,0.519142,0.249642315,60,60,60,0,targetTwo
3.062609,0.3062609,0.004627,0.510641,0.250240726,60,60,60,0,targetTwo
3.240996,0.3240996,0.007527,0.621615,0.258140721,60,60,60,0,targetTwo
4.34756,0.434756,0.014037,0.591072,0.178214737,60,60,60,0,targetTwo
5.56462,0.556462,0.006259,1.865003,0.501673194,60,60,60,0,targetTwo
5.037291,0.5037291,0.502542,0.619812,0.035539949,60,60,60,0,targetTwo
4.070621,0.4070621,0.022544,0.968117,0.285511394,60,60,60,0,targetTwo
2.568886,0.2568886,0.002414,0.51353,0.266551486,60,60,60,0,targetTwo
2.570268,0.2570268,0.006641,0.514014,0.262869034,60,60,60,0,targetTwo
3.11234,0.311234,0.003524,0.532085,0.256216265,60,60,60,0,targetTwo
3.654931,0.3654931,0.006829,0.56037,0.221532347,60,60,60,0,targetTwo
4.770804,0.4770804,0.493565,0.591979,0.028295356,60,60,60,0,targetTwo
3.368888,0.3368888,0.005694,0.657241,0.2827708,60,60,60,0,targetTwo
4.335746,0.4335746,0.026153,0.611951,0.173825348,60,60,60,0,targetTwo
4.342627,0.4342627,0.022365,0.585865,0.175051683,60,60,60,0,targetTwo
3.639789,0.3639789,0.001825,0.575544,0.227777509,60,60,60,0,targetTwo
3.205455,0.3205455,0.007866,0.567029,0.255782479,60,60,60,0,targetTwo
2.599116,0.2599116,0.004694,0.535249,0.265293562,60,60,60,0,targetTwo
4.741194,0.4741194,0.503177,0.618103,0.039919904,60,60,60,0,targetTwo
3.625479,0.3625479,0.008799,0.539707,0.222326724,60,60,60,0,targetTwo
4.130153,0.4130153,0.004542,0.532966,0.170800948,60,60,60,0,targetTwo
2.605275,0.2605275,0.008131,0.527813,0.263609437,60,60,60,0,targetTwo
3.06655,0.306655,0.003641,0.509284,0.248113294,60,60,60,0,targetTwo
3.710619,0.3710619,0.020485,0.563456,0.222703586,60,60,60,0,targetTwo
2.590685,0.2590685,0.00383,0.542197,0.268371269,60,60,60,0,targetTwo
2.570311,0.2570311,0.002642,0.51516,0.264059594,60,60,60,0,targetTwo
3.553857,0.3553857,0.00317,0.851602,0.31121126,60,60,60,0,targetTwo
3.079759,0.3079759,0.003846,0.516022,0.251330226,60,60,60,0,targetTwo
2.568543,0.2568543,0.003337,0.512611,0.265209766,60,60,60,0,targetTwo
3.170091,0.3170091,0.018447,0.558798,0.247346236,60,60,60,0,targetTwo
3.649037,0.3649037,0.016212,0.528702,0.219689441,60,60,60,0,targetTwo
3.84956,0.384956,0.012287,0.788771,0.252570733,60,60,60,0,targetTwo
2.562067,0.2562067,0.00441,0.510996,0.263065706,60,60,60,0,targetTwo
2.567202,0.2567202,0.003803,0.510526,0.262374081,60,60,60,0,targetTwo
3.663785,0.3663785,0.005537,0.543536,0.224571644,60,60,60,0,targetTwo
4.349673,0.4349673,0.007583,0.605603,0.181268675,60,60,60,0,targetTwo
2.700911,0.2700911,0.004684,0.512361,0.249642374,60,60,60,0,targetTwo
4.218274,0.4218274,0.02473,0.570753,0.16794951,60,60,60,0,targetTwo
3.778098,0.3778098,0.011679,0.586118,0.232360521,60,60,60,0,targetTwo
2.558771,0.2558771,0.002935,0.509386,0.263134999,60,60,60,0,targetTwo
3.620248,0.3620248,0.005333,0.52435,0.223053412,60,60,60,0,targetTwo
3.708715,0.3708715,0.003189,0.56883,0.231749943,60,60,60,0,targetTwo
3.072868,0.3072868,0.002935,0.516172,0.251498474,60,60,60,0,targetTwo
3.777239,0.3777239,0.014207,0.584028,0.222359781,60,60,60,0,targetTwo
4.268255,0.4268255,0.009192,0.615114,0.177499622,60,60,60,0,targetTwo
6.160716,0.6160716,0.476145,1.626951,0.366528883,60,60,60,0,targetTwo
4.078841,0.4078841,0.006127,0.525075,0.167780394,60,60,60,0,targetTwo
3.082429,0.3082429,0.007929,0.511249,0.247528087,60,60,60,0,targetTwo
2.629645,0.2629645,0.004204,0.529675,0.265134015,60,60,60,0,targetTwo
4.387303,0.4387303,0.014905,0.623911,0.181640164,60,60,60,0,targetTwo
3.998106,0.3998106,0.022001,0.771929,0.252340659,60,60,60,0,targetTwo
3.584642,0.3584642,0.004589,0.516843,0.221182274,60,60,60,0,targetTwo
3.102812,0.3102812,0.004108,0.51517,0.247926377,60,60,60,0,targetTwo
3.068503,0.3068503,0.003846,0.519905,0.250009427,60,60,60,0,targetTwo
3.596063,0.3596063,0.007768,0.523823,0.221960911,60,60,60,0,targetTwo
2.555218,0.2555218,0.002786,0.508335,0.263415864,60,60,60,0,targetTwo
3.071346,0.3071346,0.003881,0.513894,0.251572846,60,60,60,0,targetTwo
2.555592,0.2555592,0.005264,0.508234,0.262626905,60,60,60,0,targetTwo
3.09219,0.309219,0.00282,0.540776,0.253791509,60,60,60,0,targetTwo
3.149337,0.3149337,0.01386,0.525213,0.249988615,60,60,60,0,targetTwo
4.80055,0.480055,0.006042,1.694462,0.488317158,60,60,60,0,targetTwo
4.641151,0.4641151,0.480391,0.559253,0.02606767,60,60,60,0,targetTwo
3.126611,0.3126611,0.002899,0.523815,0.247462524,60,60,60,0,targetTwo
3.71692,0.371692,0.002233,0.565644,0.232391116,60,60,60,0,targetTwo
3.136021,0.3136021,0.008535,0.530018,0.250867275,60,60,60,0,targetTwo
3.113321,0.3113321,0.004551,0.523649,0.250337739,60,60,60,0,targetTwo
3.101495,0.3101495,0.003855,0.529896,0.253151906,60,60,60,0,targetTwo
4.295096,0.4295096,0.051625,0.593644,0.163463909,60,60,60,0,targetTwo
3.102658,0.3102658,0.005094,0.535551,0.252909276,60,60,60,0,targetTwo
3.205168,0.3205168,0.004926,0.571892,0.261224914,60,60,60,0,targetTwo
4.224197,0.4224197,0.012082,0.569404,0.172509735,60,60,60,0,targetTwo
3.14141,0.314141,0.004127,0.565262,0.257735382,60,60,60,0,targetTwo
3.692688,0.3692688,0.011535,0.566034,0.22527946,60,60,60,0,targetTwo
4.434058,0.4434058,0.008623,0.585553,0.183501237,60,60,60,0,targetTwo
3.701523,0.3701523,0.008087,0.568283,0.225227229,60,60,60,0,targetTwo
4.394428,0.4394428,0.010207,0.611387,0.183654113,60,60,60,0,targetTwo
4.526859,0.4526859,0.01128,0.648832,0.190363598,60,60,60,0,targetTwo
4.296521,0.4296521,0.019007,0.706767,0.184072958,60,60,60,0,targetTwo
2.609484,0.2609484,0.006224,0.524802,0.260393088,60,60,60,0,targetTwo
4.379599,0.4379599,0.027684,0.591608,0.174785578,60,60,60,0,targetTwo
4.158492,0.4158492,0.004309,0.551071,0.172356944,60,60,60,0,targetTwo
3.755041,0.3755041,0.004478,0.649464,0.233201275,60,60,60,0,targetTwo
3.036874,0.3036874,0.002633,0.523954,0.243806578,60,60,60,0,targetTwo
4.614558,0.4614558,0.004202,1.167899,0.362510019,60,60,60,0,targetTwo
3.74972,0.374972,0.006204,0.619916,0.23523232,60,60,60,0,targetTwo
4.161394,0.4161394,0.003281,0.578349,0.173605049,60,60,60,0,targetTwo
3.804575,0.3804575,0.013202,0.59494,0.232859582,60,60,60,0,targetTwo
3.681922,0.3681922,0.004032,0.565846,0.229677693,60,60,60,0,targetTwo
4.087631,0.4087631,0.006053,0.518958,0.168106564,60,60,60,0,targetTwo
3.611942,0.3611942,0.005385,0.543357,0.224664383,60,60,60,0,targetTwo
3.070753,0.3070753,0.007389,0.510294,0.247382159,60,60,60,0,targetTwo
3.05801,0.305801,0.005675,0.51273,0.249745074,60,60,60,0,targetTwo
3.083386,0.3083386,0.005649,0.524644,0.251463652,60,60,60,0,targetTwo
2.071281,0.2071281,0.000279,0.513619,0.262155992,60,60,60,0,targetTwo
3.085919,0.3085919,0.00745,0.518616,0.248224344,60,60,60,0,targetTwo
3.773449,0.3773449,0.005563,0.620228,0.230353282,60,60,60,0,targetTwo
3.634018,0.3634018,0.007051,0.528769,0.220212636,60,60,60,0,targetTwo
3.071786,0.3071786,0.00417,0.509789,0.248531259,60,60,60,0,targetTwo
2.559312,0.2559312,0.004694,0.509736,0.263354015,60,60,60,0,targetTwo
3.580887,0.3580887,0.007851,0.521953,0.221002744,60,60,60,0,targetTwo
3.086904,0.3086904,0.002027,0.529179,0.253841763,60,60,60,0,targetTwo
4.41808,0.441808,0.008164,0.65729,0.188771331,60,60,60,0,targetTwo
2.055071,0.2055071,0.005252,0.504659,0.261851002,60,60,60,0,targetTwo
2.550676,0.2550676,0.00544,0.506128,0.262410725,60,60,60,0,targetTwo
3.07285,0.307285,0.004267,0.521819,0.251761281,60,60,60,0,targetTwo
4.361049,0.4361049,0.197486,0.568022,0.111000379,60,60,60,0,targetTwo
3.737459,0.3737459,0.013826,0.557297,0.227156724,60,60,60,0,targetTwo
3.761929,0.3761929,0.00664,0.57674,0.230125813,60,60,60,0,targetTwo
3.780782,0.3780782,0.015356,0.604395,0.230825838,60,60,60,0,targetTwo
4.176032,0.4176032,0.007993,0.565037,0.172568091,60,60,60,0,targetTwo
4.437226,0.4437226,0.008278,0.798021,0.204847224,60,60,60,0,targetTwo
3.736146,0.3736146,0.009128,0.809259,0.324127411,60,60,60,0,targetTwo
3.602797,0.3602797,0.006078,0.535589,0.21850044,60,60,60,0,targetTwo
2.561002,0.2561002,0.004253,0.509442,0.263316556,60,60,60,0,targetTwo
3.776482,0.3776482,0.011972,0.584281,0.232321226,60,60,60,0,targetTwo
3.647889,0.3647889,0.008026,0.551457,0.225455037,60,60,60,0,targetTwo
4.302528,0.4302528,0.004317,0.603723,0.182541152,60,60,60,0,targetTwo
4.481689,0.4481689,0.004942,0.773148,0.210291924,60,60,60,0,targetTwo
2.569315,0.2569315,0.004548,0.513172,0.263287229,60,60,60,0,targetTwo
2.563524,0.2563524,0.006029,0.512303,0.263238463,60,60,60,0,targetTwo
2.55435,0.255435,0.003362,0.510467,0.264836326,60,60,60,0,targetTwo
4.54314,0.454314,0.006884,0.893262,0.224468521,60,60,60,0,targetTwo
3.650513,0.3650513,0.012626,0.54089,0.222331054,60,60,60,0,targetTwo
3.720148,0.3720148,0.005972,0.574232,0.226522037,60,60,60,0,targetTwo
4.915499,0.4915499,0.500686,0.79086,0.092540181,60,60,60,0,targetTwo
4.381116,0.4381116,0.012273,0.603766,0.180910366,60,60,60,0,targetTwo
2.599715,0.2599715,0.006454,0.531079,0.265911119,60,60,60,0,targetTwo
3.202303,0.3202303,0.005954,0.566281,0.257956305,60,60,60,0,targetTwo
4.293178,0.4293178,0.017538,0.594617,0.17430204,60,60,60,0,targetTwo
3.212586,0.3212586,0.001872,0.572556,0.258992428,60,60,60,0,targetTwo
3.853516,0.3853516,0.007548,0.699046,0.244907398,60,60,60,0,targetTwo
4.386039,0.4386039,0.012426,0.670037,0.186520419,60,60,60,0,targetTwo
3.70923,0.370923,0.011132,0.591485,0.228162126,60,60,60,0,targetTwo
3.15031,0.315031,0.002334,0.542315,0.25564,60,60,60,0,targetTwo
4.292193,0.4292193,0.01375,0.625085,0.178775437,60,60,60,0,targetTwo
3.685898,0.3685898,0.007438,0.571797,0.224042467,60,60,60,0,targetTwo
3.64034,0.364034,0.020659,0.528413,0.215774124,60,60,60,0,targetTwo
2.563944,0.2563944,0.002827,0.510262,0.263211428,60,60,60,0,targetTwo
3.429774,0.3429774,0.004222,0.870477,0.302704661,60,60,60,0,targetTwo
3.073217,0.3073217,0.007635,0.513936,0.249161288,60,60,60,0,targetTwo
3.129046,0.3129046,0.007515,0.545949,0.25515446,60,60,60,0,targetTwo
3.664363,0.3664363,0.004325,0.56025,0.227673272,60,60,60,0,targetTwo
3.071945,0.3071945,0.002592,0.511127,0.249015056,60,60,60,0,targetTwo
4.794585,0.4794585,0.500293,0.592838,0.032989741,60,60,60,0,targetTwo
3.64531,0.364531,0.004418,0.535606,0.226420142,60,60,60,0,targetTwo
3.687479,0.3687479,0.004005,0.560729,0.226202355,60,60,60,0,targetTwo
3.646708,0.3646708,0.024393,0.520783,0.21399751,60,60,60,0,targetTwo
2.069303,0.2069303,0.002043,0.525797,0.265160279,60,60,60,0,targetTwo
3.202706,0.3202706,0.014245,0.557263,0.249978849,60,60,60,0,targetTwo
6.755094,0.6755094,0.512819,1.71123,0.376275129,60,60,60,0,targetTwo
5.446994,0.5446994,0.017229,1.308544,0.349676242,60,60,60,0,targetTwo
3.611073,0.3611073,0.011125,0.523116,0.218797847,60,60,60,0,targetTwo
4.247064,0.4247064,0.019475,0.596732,0.172423063,60,60,60,0,targetTwo
3.811671,0.3811671,0.003869,0.639601,0.24074498,60,60,60,0,targetTwo
3.675384,0.3675384,0.002948,0.574435,0.230171478,60,60,60,0,targetTwo
3.292581,0.3292581,0.00585,0.731517,0.278224948,60,60,60,0,targetTwo
4.875597,0.4875597,0.011782,0.884934,0.236943128,60,60,60,0,targetTwo
4.407996,0.4407996,0.010673,0.652231,0.185125325,60,60,60,0,targetTwo
3.171489,0.3171489,0.007092,0.56407,0.256047121,60,60,60,0,targetTwo
2.559674,0.2559674,0.005852,0.508806,0.262678466,60,60,60,0,targetTwo
3.06451,0.306451,0.006366,0.513731,0.249681051,60,60,60,0,targetTwo
2.619794,0.2619794,0.002702,0.564425,0.270002626,60,60,60,0,targetTwo
3.235098,0.3235098,0.009093,0.599039,0.263861925,60,60,60,0,targetTwo
3.636196,0.3636196,0.007681,0.534979,0.222720764,60,60,60,0,targetTwo
4.149146,0.4149146,0.003793,0.543048,0.171802356,60,60,60,0,targetTwo
4.079924,0.4079924,0.00974,0.828754,0.269380377,60,60,60,0,targetTwo
4.30556,0.430556,0.00485,0.573987,0.179133747,60,60,60,0,targetTwo
3.064629,0.3064629,0.002514,0.516712,0.250465354,60,60,60,0,targetTwo
3.819238,0.3819238,0.019844,0.590404,0.23083052,60,60,60,0,targetTwo
4.198434,0.4198434,0.005059,0.575262,0.174958596,60,60,60,0,targetTwo
3.665209,0.3665209,0.004699,0.550005,0.228430225,60,60,60,0,targetTwo
4.211891,0.4211891,0.002771,0.575383,0.175752685,60,60,60,0,targetTwo
3.765065,0.3765065,0.004869,0.641424,0.237536182,60,60,60,0,targetTwo
4.496152,0.4496152,0.023463,0.636683,0.185859794,60,60,60,0,targetTwo
2.568122,0.2568122,0.004105,0.515365,0.262922274,60,60,60,0,targetTwo
3.074668,0.3074668,0.00347,0.51725,0.249915423,60,60,60,0,targetTwo
3.180845,0.3180845,0.009916,0.577887,0.255054645,60,60,60,0,targetTwo
5.011878,0.5011878,0.508067,0.686625,0.056169615,60,60,60,0,targetTwo
4.125038,0.4125038,0.008835,0.531816,0.168802001,60,60,60,0,targetTwo
4.231864,0.4231864,0.012243,0.575166,0.173459836,60,60,60,0,targetTwo
4.798662,0.4798662,0.007856,0.866028,0.229449966,60,60,60,0,targetTwo
3.666576,0.3666576,0.010072,0.540174,0.225544257,60,60,60,0,targetTwo
3.099047,0.3099047,0.003392,0.551501,0.253979826,60,60,60,0,targetTwo
2.587054,0.2587054,0.004237,0.508032,0.259247565,60,60,60,0,targetTwo
3.67405,0.367405,0.004332,0.576074,0.228975692,60,60,60,0,targetTwo
3.095185,0.3095185,0.006753,0.534129,0.252479559,60,60,60,0,targetTwo
